"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044238","GO:0044238","primary metabolic process","40/66","286/612",0.0118698509751767,0.643470868654318,NA,"A0A5F5PYS7/F7CGI0/A0A3Q2GXL1/P38029/F6SCX8/F6YV40/F7DA17/F7B9X5/A0A5F5PH20/A0A3Q2HID2/P55832/Q29482/A0A3Q2LPE6/A0A5F5PQE5/F7BTK9/A0A3Q2I9F2/A0A3Q2I6E8/A0A5F5PEE6/F6WZA8/A0A5F5PL33/F7BLU1/F6ZE54/A0A3Q2GSM3/A0A3Q2LDG0/A0A3Q2HH95/F7DRS2/F7BXA6/F6SHD8/A0A3Q2GYQ4/A0A3Q2GZB6/Q8MKD1/F6SMZ4/A2Q0Z1/A0A5F5PNF9/F7A1W7/F7D3K4/A0A3Q2HN78/A0A5F5PLR4/A0A3Q2HD15/F6SKT2",40
"GO:0008544","GO:0008544","epidermis development","4/66","10/612",0.0157450576341212,0.749340022022063,NA,"F6SS14/F7B9X5/A0A5F5PQE5/F7D3K4",4
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","4/66","10/612",0.0157450576341212,0.749340022022063,NA,"F6SCX8/A0A5F5PQE5/A0A3Q2LDG0/A0A3Q2HH95",4
"GO:0034599","GO:0034599","cellular response to oxidative stress","5/66","15/612",0.0159933390335382,0.749340022022063,NA,"F7B9X5/A0A3Q2I6E8/A0A5F5PEE6/A0A3Q2HH95/F6S6J4",5
"GO:0046034","GO:0046034","ATP metabolic process","5/66","15/612",0.0159933390335382,0.749340022022063,NA,"A0A3Q2GXL1/F6YV40/F6ZE54/A0A3Q2GSM3/A0A3Q2HN78",5
"GO:1901564","GO:1901564","organonitrogen compound metabolic process","33/66","228/612",0.0174572032808282,0.749340022022063,NA,"A0A5F5PYS7/F7CGI0/A0A3Q2GXL1/P38029/F6SCX8/F6YV40/F7DA17/F7B9X5/A0A3Q2HID2/P55832/Q29482/A0A3Q2LPE6/A0A5F5PQE5/F7BTK9/A0A3Q2I6E8/A0A5F5PEE6/F6WZA8/A0A5F5PL33/F7BLU1/F6ZE54/A0A3Q2GSM3/A0A3Q2LDG0/A0A3Q2HH95/F7DRS2/F7BXA6/F6SHD8/A0A3Q2GYQ4/A0A3Q2GZB6/Q8MKD1/F6SMZ4/A2Q0Z1/A0A3Q2HN78/A0A3Q2HD15",33
"GO:0008088","GO:0008088","axo-dendritic transport","3/66","6/612",0.0189147796103368,0.749340022022063,NA,"F6X0P8/A2Q0Z1/F7D3K4",3
"GO:0009636","GO:0009636","response to toxic substance","3/66","6/612",0.0189147796103368,0.749340022022063,NA,"A0A3Q2I6E8/A0A5F5PEE6/F6S6J4",3
"GO:0010970","GO:0010970","transport along microtubule","3/66","6/612",0.0189147796103368,0.749340022022063,NA,"F6X0P8/A2Q0Z1/F7D3K4",3
"GO:0016209","GO:0016209","antioxidant activity","3/66","6/612",0.0189147796103368,0.749340022022063,NA,"A0A3Q2I6E8/A0A5F5PEE6/F6S6J4",3
"GO:0042743","GO:0042743","hydrogen peroxide metabolic process","3/66","6/612",0.0189147796103368,0.749340022022063,NA,"A0A3Q2I6E8/A0A5F5PEE6/F6S6J4",3
"GO:0099512","GO:0099512","supramolecular fiber","12/66","60/612",0.0189817663433887,0.749340022022063,NA,"F6VE52/F6SS14/F6X0P8/A0A5F5PYS7/A0A3Q2I854/F6WGX6/A0A3Q2L5E0/A0A3Q2LCW0/A0A5F5PQE5/A0A3Q2GYQ4/F7D3K4/F6SKT2",12
"GO:0002252","GO:0002252","immune effector process","11/66","54/612",0.0216783361672748,0.749340022022063,NA,"F6X0P8/A0A5F5PYS7/F7APU2/A0A3Q2LBP6/Q29482/F7C0D2/A0A5F5PQE5/A0A5F5PL33/F6ZE54/A0A3Q2LDG0/F7A692",11
"GO:0042277","GO:0042277","peptide binding","4/66","11/612",0.0227551941606377,0.749340022022063,NA,"F7B9X5/F7C0D2/A0A3Q2I6E8/F7BXA6",4
"GO:0071704","GO:0071704","organic substance metabolic process","42/66","315/612",0.024306053951257,0.749340022022063,NA,"A0A5F5PYS7/F7CGI0/A0A3Q2GXL1/P38029/F6SCX8/F6YV40/F7DA17/F7B9X5/A0A5F5PH20/A0A3Q2HID2/P55832/Q29482/F7C0D2/A0A3Q2LPE6/A0A5F5PQE5/F7BTK9/A0A3Q2I9F2/A0A3Q2I6E8/A0A5F5PEE6/F6WZA8/A0A5F5PL33/F7BLU1/F6ZE54/A0A3Q2GSM3/A0A3Q2LDG0/A0A3Q2HH95/F7DRS2/F7BXA6/F7A692/F6SHD8/A0A3Q2GYQ4/A0A3Q2GZB6/Q8MKD1/F6SMZ4/A2Q0Z1/A0A5F5PNF9/F7A1W7/F7D3K4/A0A3Q2HN78/A0A5F5PLR4/A0A3Q2HD15/F6SKT2",42
"GO:0099081","GO:0099081","supramolecular polymer","12/66","62/612",0.0244727498122687,0.749340022022063,NA,"F6VE52/F6SS14/F6X0P8/A0A5F5PYS7/A0A3Q2I854/F6WGX6/A0A3Q2L5E0/A0A3Q2LCW0/A0A5F5PQE5/A0A3Q2GYQ4/F7D3K4/F6SKT2",12
"GO:0099080","GO:0099080","supramolecular complex","13/66","70/612",0.0267416592854183,0.749340022022063,NA,"F6VE52/F6SS14/F6X0P8/A0A5F5PYS7/A0A3Q2I854/F6WGX6/A0A3Q2L5E0/A0A3Q2LCW0/A0A5F5PQE5/F7DTB6/A0A3Q2GYQ4/F7D3K4/F6SKT2",13
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","7/66","29/612",0.0278732162023421,0.749340022022063,NA,"A0A3Q2GXL1/F6YV40/A0A5F5PQE5/A0A3Q2I6E8/F6ZE54/A0A3Q2GSM3/A0A3Q2HN78",7
"GO:0044237","GO:0044237","cellular metabolic process","39/66","290/612",0.0296416688211888,0.749340022022063,NA,"A0A5F5PYS7/F7CGI0/A0A3Q2GXL1/P38029/F6SCX8/F6YV40/F7DA17/F7B9X5/A0A5F5PH20/A0A3Q2HID2/P55832/Q29482/A0A3Q2LPE6/A0A5F5PQE5/F7BTK9/A0A3Q2I9F2/A0A3Q2I6E8/A0A5F5PEE6/F6WZA8/A0A5F5PL33/F7BLU1/F6ZE54/A0A3Q2GSM3/A0A3Q2LDG0/A0A3Q2HH95/F7DRS2/F7BXA6/F6SHD8/A0A3Q2GZB6/Q8MKD1/F6SMZ4/A2Q0Z1/A0A5F5PNF9/F7A1W7/A0A3Q2HN78/A0A5F5PLR4/A0A3Q2HD15/F6SKT2/F6S6J4",39
"GO:0001533","GO:0001533","cornified envelope","3/66","7/612",0.0305670819581504,0.749340022022063,NA,"A0A5F5PYS7/F6WGX6/A0A3Q2LPE6",3
"GO:0005044","GO:0005044","scavenger receptor activity","3/66","7/612",0.0305670819581504,0.749340022022063,NA,"F7APU2/A0A3Q2HGB8/F7AC72",3
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","3/66","7/612",0.0305670819581504,0.749340022022063,NA,"F7B9X5/Q29482/A0A3Q2I6E8",3
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","3/66","7/612",0.0305670819581504,0.749340022022063,NA,"F7B9X5/Q29482/A0A3Q2I6E8",3
"GO:0099111","GO:0099111","microtubule-based transport","3/66","7/612",0.0305670819581504,0.749340022022063,NA,"F6X0P8/A2Q0Z1/F7D3K4",3
"GO:0006950","GO:0006950","response to stress","25/66","167/612",0.0312852499306292,0.749340022022063,NA,"F6X0P8/A0A5F5PYS7/P38029/F6SCX8/F7B9X5/A0A5F5PH20/A0A3Q2LBP6/A0A3Q2HID2/Q29482/F7C0D2/A0A3Q2HGB8/A0A3Q2LPE6/A0A5F5PQE5/F7BTK9/A0A3Q2I6E8/A0A5F5PEE6/A0A5F5PL33/A0A3Q2LDG0/A0A3Q2HH95/F7BXA6/F7A692/F6SMZ4/A2Q0Z1/F7D3K4/F6S6J4",25
"GO:0009991","GO:0009991","response to extracellular stimulus","4/66","12/612",0.0313997655969347,0.749340022022063,NA,"F6SCX8/A0A5F5PQE5/A0A3Q2LDG0/A0A3Q2HH95",4
"GO:0019318","GO:0019318","hexose metabolic process","4/66","12/612",0.0313997655969347,0.749340022022063,NA,"F6YV40/A0A3Q2I9F2/F6ZE54/A0A3Q2HN78",4
"GO:0033218","GO:0033218","amide binding","4/66","12/612",0.0313997655969347,0.749340022022063,NA,"F7B9X5/F7C0D2/A0A3Q2I6E8/F7BXA6",4
"GO:0071496","GO:0071496","cellular response to external stimulus","4/66","12/612",0.0313997655969347,0.749340022022063,NA,"F6SCX8/A0A5F5PQE5/A0A3Q2LDG0/A0A3Q2HH95",4
"GO:0006518","GO:0006518","peptide metabolic process","9/66","43/612",0.0318980866682674,0.749340022022063,NA,"F7CGI0/F6SCX8/F7B9X5/P55832/F7BTK9/F6WZA8/A0A5F5PL33/F7BLU1/F7BXA6",9
"GO:0019637","GO:0019637","organophosphate metabolic process","9/66","43/612",0.0318980866682674,0.749340022022063,NA,"A0A3Q2GXL1/F6YV40/A0A5F5PEE6/A0A5F5PL33/F6ZE54/A0A3Q2GSM3/F7A1W7/A0A3Q2HN78/A0A5F5PLR4",9
"GO:0002686","GO:0002686","negative regulation of leukocyte migration","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"F7A692/F6SMZ4",2
"GO:0004601","GO:0004601","peroxidase activity","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"A0A3Q2I6E8/F6S6J4",2
"GO:0005876","GO:0005876","spindle microtubule","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"A0A3Q2GYQ4/F7D3K4",2
"GO:0006094","GO:0006094","gluconeogenesis","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"A0A3Q2I9F2/F6ZE54",2
"GO:0010984","GO:0010984","regulation of lipoprotein particle clearance","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"A0A3Q2LPE6/F7A1W7",2
"GO:0016684","GO:0016684","oxidoreductase activity, acting on peroxide as acceptor","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"A0A3Q2I6E8/F6S6J4",2
"GO:0019226","GO:0019226","transmission of nerve impulse","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"A0A5F5PQE5/F7D3K4",2
"GO:0019319","GO:0019319","hexose biosynthetic process","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"A0A3Q2I9F2/F6ZE54",2
"GO:0030104","GO:0030104","water homeostasis","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"A0A5F5PYS7/A0A5F5PQE5",2
"GO:0030280","GO:0030280","structural constituent of skin epidermis","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"F6SS14/A0A5F5PYS7",2
"GO:0031965","GO:0031965","nuclear membrane","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"F7DTB6/F7D3K4",2
"GO:0032516","GO:0032516","positive regulation of phosphoprotein phosphatase activity","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"A0A3Q2LDG0/F6SHD8",2
"GO:0043030","GO:0043030","regulation of macrophage activation","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"F7C0D2/A0A5F5PL33",2
"GO:0043032","GO:0043032","positive regulation of macrophage activation","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"F7C0D2/A0A5F5PL33",2
"GO:0048260","GO:0048260","positive regulation of receptor-mediated endocytosis","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"Q29482/A0A3Q2LPE6",2
"GO:0050891","GO:0050891","multicellular organismal water homeostasis","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"A0A5F5PYS7/A0A5F5PQE5",2
"GO:0051642","GO:0051642","centrosome localization","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"F6X0P8/F7D3K4",2
"GO:0061842","GO:0061842","microtubule organizing center localization","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"F6X0P8/F7D3K4",2
"GO:0098634","GO:0098634","cell-matrix adhesion mediator activity","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"F6SHD8/F6SMZ4",2
"GO:1905522","GO:1905522","negative regulation of macrophage migration","2/66","3/612",0.0320106417174474,0.749340022022063,NA,"F7A692/F6SMZ4",2
"GO:0019538","GO:0019538","protein metabolic process","27/66","185/612",0.0336703534711243,0.779336271354113,NA,"A0A5F5PYS7/F7CGI0/P38029/F6SCX8/F7DA17/F7B9X5/A0A3Q2HID2/P55832/Q29482/A0A3Q2LPE6/A0A5F5PQE5/F7BTK9/A0A3Q2I6E8/A0A5F5PEE6/F6WZA8/A0A5F5PL33/F7BLU1/A0A3Q2LDG0/A0A3Q2HH95/F7DRS2/F7BXA6/F6SHD8/A0A3Q2GZB6/Q8MKD1/F6SMZ4/A2Q0Z1/A0A3Q2HD15",27
"GO:0006807","GO:0006807","nitrogen compound metabolic process","37/66","274/612",0.0345594729680819,0.791027936824987,NA,"A0A5F5PYS7/F7CGI0/A0A3Q2GXL1/P38029/F6SCX8/F6YV40/F7DA17/F7B9X5/A0A5F5PH20/A0A3Q2HID2/P55832/Q29482/A0A3Q2LPE6/A0A5F5PQE5/F7BTK9/A0A3Q2I6E8/A0A5F5PEE6/F6WZA8/A0A5F5PL33/F7BLU1/F6ZE54/A0A3Q2GSM3/A0A3Q2LDG0/A0A3Q2HH95/F7DRS2/F7BXA6/F6SHD8/A0A3Q2GYQ4/A0A3Q2GZB6/Q8MKD1/F6SMZ4/A2Q0Z1/A0A5F5PNF9/A0A3Q2HN78/A0A5F5PLR4/A0A3Q2HD15/F6SKT2",37
"GO:0034641","GO:0034641","cellular nitrogen compound metabolic process","23/66","152/612",0.0356389607734558,0.806772079047461,NA,"F7CGI0/A0A3Q2GXL1/F6SCX8/F6YV40/F7B9X5/A0A5F5PH20/P55832/Q29482/A0A3Q2LPE6/F7BTK9/A0A3Q2I6E8/F6WZA8/A0A5F5PL33/F7BLU1/F6ZE54/A0A3Q2GSM3/A0A3Q2LDG0/F7BXA6/A2Q0Z1/A0A5F5PNF9/A0A3Q2HN78/A0A5F5PLR4/F6SKT2",23
"GO:0055086","GO:0055086","nucleobase-containing small molecule metabolic process","7/66","31/612",0.0393592274552853,0.870292477315914,NA,"A0A3Q2GXL1/F6YV40/A0A5F5PL33/F6ZE54/A0A3Q2GSM3/A0A3Q2HN78/A0A5F5PLR4",7
"GO:0005996","GO:0005996","monosaccharide metabolic process","4/66","13/612",0.0417348310029965,0.870292477315914,NA,"F6YV40/A0A3Q2I9F2/F6ZE54/A0A3Q2HN78",4
"GO:0008238","GO:0008238","exopeptidase activity","4/66","13/612",0.0417348310029965,0.870292477315914,NA,"F6Y2H3/F6WZA8/F7BXA6/A0A3Q2GZB6",4
"GO:0031625","GO:0031625","ubiquitin protein ligase binding","4/66","13/612",0.0417348310029965,0.870292477315914,NA,"F7B9X5/Q29482/F6ZE54/Q8MKD1",4
"GO:0001933","GO:0001933","negative regulation of protein phosphorylation","5/66","19/612",0.0439378147329046,0.870292477315914,NA,"F6SCX8/A0A5F5PQE5/F7BTK9/A0A3Q2LDG0/F6SMZ4",5
"GO:0006979","GO:0006979","response to oxidative stress","5/66","19/612",0.0439378147329046,0.870292477315914,NA,"F7B9X5/A0A3Q2I6E8/A0A5F5PEE6/A0A3Q2HH95/F6S6J4",5
"GO:0008152","GO:0008152","metabolic process","43/66","334/612",0.0440513522173903,0.870292477315914,NA,"A0A5F5PYS7/F7CGI0/A0A3Q2GXL1/P38029/F6SCX8/F6YV40/F7DA17/F7B9X5/A0A5F5PH20/A0A3Q2HID2/P55832/Q29482/F7C0D2/A0A3Q2LPE6/A0A5F5PQE5/F7BTK9/A0A3Q2I9F2/A0A3Q2I6E8/A0A5F5PEE6/F6WZA8/A0A5F5PL33/F7BLU1/F6ZE54/A0A3Q2GSM3/A0A3Q2LDG0/A0A3Q2HH95/F7DRS2/F7BXA6/F7A692/F6SHD8/A0A3Q2GYQ4/A0A3Q2GZB6/Q8MKD1/F6SMZ4/A2Q0Z1/A0A5F5PNF9/F7A1W7/F7D3K4/A0A3Q2HN78/A0A5F5PLR4/A0A3Q2HD15/F6SKT2/F6S6J4",43
"GO:0002221","GO:0002221","pattern recognition receptor signaling pathway","3/66","8/612",0.0451815729028132,0.870292477315914,NA,"F7B9X5/F7C0D2/A0A3Q2HGB8",3
"GO:0008235","GO:0008235","metalloexopeptidase activity","3/66","8/612",0.0451815729028132,0.870292477315914,NA,"F6Y2H3/F6WZA8/F7BXA6",3
"GO:0042542","GO:0042542","response to hydrogen peroxide","3/66","8/612",0.0451815729028132,0.870292477315914,NA,"F7B9X5/A0A3Q2I6E8/A0A3Q2HH95",3
"GO:0048519","GO:0048519","negative regulation of biological process","26/66","182/612",0.0492729357806767,0.870292477315914,NA,"A0A5F5PYS7/P38029/F6SCX8/A0A5F5PG01/F7B9X5/A0A5F5PH20/Q29482/F7C0D2/A0A3Q2LPE6/A0A5F5PQE5/F7BTK9/A0A3Q2I9F2/A0A3Q2I6E8/A0A5F5PEE6/A0A3Q2LDG0/A0A3Q2HH95/F7DRS2/F7A692/F6SHD8/A0A3Q2GYQ4/A0A3Q2GZB6/F6SMZ4/A2Q0Z1/F7A1W7/F7D3K4/A0A3Q2HD15",26
"GO:0031400","GO:0031400","negative regulation of protein modification process","6/66","26/612",0.0505656377694458,0.870292477315914,NA,"F6SCX8/F7B9X5/A0A5F5PQE5/F7BTK9/A0A3Q2LDG0/F6SMZ4",6
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","6/66","26/612",0.0505656377694458,0.870292477315914,NA,"A0A3Q2GXL1/F6YV40/A0A5F5PEE6/F6ZE54/A0A3Q2GSM3/A0A3Q2HN78",6
"GO:0007018","GO:0007018","microtubule-based movement","4/66","14/612",0.0537797544754035,0.870292477315914,NA,"F6X0P8/F7DTB6/A2Q0Z1/F7D3K4",4
"GO:0031967","GO:0031967","organelle envelope","4/66","14/612",0.0537797544754035,0.870292477315914,NA,"Q29482/A0A5F5PQE5/F7DTB6/F7D3K4",4
"GO:0031975","GO:0031975","envelope","4/66","14/612",0.0537797544754035,0.870292477315914,NA,"Q29482/A0A5F5PQE5/F7DTB6/F7D3K4",4
