"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009056","GO:0009056","catabolic process","17/52","40/216",0.00338256931848871,0.161439574924061,NA,"F7BH02/F6ULM3/F6Z2L5/A0A5F5Q2W2/F7ANR3/Q8MKD1/Q2Z1P9/F6VBP9/F6RM73/P0DN28/F6Z688/P02062/F7B435/F7BRA4/A0A3Q2LG05/F7A1W7/F6Z8V2",17
"GO:0016462","GO:0016462","pyrophosphatase activity","5/52","6/216",0.0033957491657997,0.161439574924061,NA,"Q9GKX7/F6R810/A0A3Q2LQH7/F7B435/F6Q666",5
"GO:0016817","GO:0016817","hydrolase activity, acting on acid anhydrides","5/52","6/216",0.0033957491657997,0.161439574924061,NA,"Q9GKX7/F6R810/A0A3Q2LQH7/F7B435/F6Q666",5
"GO:0016818","GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","5/52","6/216",0.0033957491657997,0.161439574924061,NA,"Q9GKX7/F6R810/A0A3Q2LQH7/F7B435/F6Q666",5
"GO:0017111","GO:0017111","nucleoside-triphosphatase activity","5/52","6/216",0.0033957491657997,0.161439574924061,NA,"Q9GKX7/F6R810/A0A3Q2LQH7/F7B435/F6Q666",5
"GO:0007186","GO:0007186","G protein-coupled receptor signaling pathway","6/52","9/216",0.00697239069735213,0.305980684064568,NA,"F7BH02/F6Z2L5/F6VBP9/F6VJG5/A0A3Q2LQH7/F7B435",6
"GO:0031329","GO:0031329","regulation of cellular catabolic process","6/52","9/216",0.00697239069735213,0.305980684064568,NA,"F6Z2L5/F6VBP9/P0DN28/F7B435/A0A3Q2LG05/F7A1W7",6
"GO:1901575","GO:1901575","organic substance catabolic process","15/52","36/216",0.00818654540330407,0.345957344635924,NA,"F7BH02/F6ULM3/F6Z2L5/A0A5F5Q2W2/F7ANR3/Q8MKD1/Q2Z1P9/F6VBP9/F6RM73/P0DN28/F6Z688/F7BRA4/A0A3Q2LG05/F7A1W7/F6Z8V2",15
"GO:0044248","GO:0044248","cellular catabolic process","14/52","33/216",0.00904799212049309,0.345995545544557,NA,"F6Z2L5/A0A5F5Q2W2/F7ANR3/Q8MKD1/F6VBP9/F6RM73/P0DN28/F6Z688/P02062/F7B435/F7BRA4/A0A3Q2LG05/F7A1W7/F6Z8V2",14
"GO:0055088","GO:0055088","lipid homeostasis","5/52","7/216",0.00968473120128245,0.345995545544557,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/A0A5F5PQA2",5
"GO:0005198","GO:0005198","structural molecule activity","9/52","18/216",0.0114941155419733,0.345995545544557,NA,"A0A5F5PYS7/F6Q1M4/A0A3Q2I3K2/P60708/F6R810/F6WDW3/F6Q8R0/F6SHJ8/F6Q666",9
"GO:0003924","GO:0003924","GTPase activity","4/52","5/216",0.0125671813008787,0.345995545544557,NA,"F6R810/A0A3Q2LQH7/F7B435/F6Q666",4
"GO:0015748","GO:0015748","organophosphate ester transport","4/52","5/216",0.0125671813008787,0.345995545544557,NA,"F6Z2L5/Q2Z1P9/F6VBP9/F6RM73",4
"GO:0015914","GO:0015914","phospholipid transport","4/52","5/216",0.0125671813008787,0.345995545544557,NA,"F6Z2L5/Q2Z1P9/F6VBP9/F6RM73",4
"GO:0031647","GO:0031647","regulation of protein stability","4/52","5/216",0.0125671813008787,0.345995545544557,NA,"Q9GKX7/F7BH02/F6Z2L5/F6RM73",4
"GO:0034384","GO:0034384","high-density lipoprotein particle clearance","4/52","5/216",0.0125671813008787,0.345995545544557,NA,"F6VBP9/F6RM73/P0DN28/F7A1W7",4
"GO:0050821","GO:0050821","protein stabilization","4/52","5/216",0.0125671813008787,0.345995545544557,NA,"Q9GKX7/F7BH02/F6Z2L5/F6RM73",4
"GO:0050994","GO:0050994","regulation of lipid catabolic process","4/52","5/216",0.0125671813008787,0.345995545544557,NA,"F6Z2L5/F6RM73/P0DN28/F7A1W7",4
"GO:0071813","GO:0071813","lipoprotein particle binding","4/52","5/216",0.0125671813008787,0.345995545544557,NA,"F7C1Y3/F6Z2L5/F6VBP9/F6RM73",4
"GO:0071814","GO:0071814","protein-lipid complex binding","4/52","5/216",0.0125671813008787,0.345995545544557,NA,"F7C1Y3/F6Z2L5/F6VBP9/F6RM73",4
"GO:0030280","GO:0030280","structural constituent of skin epidermis","3/52","3/216",0.0133425100823493,0.345995545544557,NA,"A0A5F5PYS7/F6WDW3/F6SHJ8",3
"GO:0034447","GO:0034447","very-low-density lipoprotein particle clearance","3/52","3/216",0.0133425100823493,0.345995545544557,NA,"F6VBP9/P0DN28/F7A1W7",3
"GO:0045833","GO:0045833","negative regulation of lipid metabolic process","3/52","3/216",0.0133425100823493,0.345995545544557,NA,"F6VBP9/F6RM73/P0DN28",3
"GO:0070653","GO:0070653","high-density lipoprotein particle receptor binding","3/52","3/216",0.0133425100823493,0.345995545544557,NA,"F6Z2L5/F6RM73/P0DN28",3
"GO:0071407","GO:0071407","cellular response to organic cyclic compound","3/52","3/216",0.0133425100823493,0.345995545544557,NA,"F7BH02/F7B435/A0A3Q2LG05",3
"GO:0009896","GO:0009896","positive regulation of catabolic process","6/52","10/216",0.014168842518264,0.359258873629761,NA,"F6Z2L5/F6VBP9/F6RM73/F7B435/A0A3Q2LG05/F7A1W7",6
"GO:0097159","GO:0097159","organic cyclic compound binding","11/52","25/216",0.0162269078718515,0.402497866995274,NA,"Q9GKX7/F6Z2L5/F6WFI8/F6VFV9/F6RM73/P60708/F6R810/P02062/F7B435/F7BRA4/F6Q666",11
"GO:0010876","GO:0010876","lipid localization","7/52","13/216",0.0166206208229319,0.403492092743941,NA,"F6Z2L5/Q2Z1P9/F6VBP9/F6RM73/P0DN28/A0A5F5PQA2/F7A1W7",7
"GO:1902494","GO:1902494","catalytic complex","8/52","16/216",0.0176368144367959,0.419241776508002,NA,"A0A5F5Q2W2/F7ANR3/P60708/F6Z688/A0A3Q2LQH7/F7B435/F7BRA4/F6Z8V2",8
"GO:0031331","GO:0031331","positive regulation of cellular catabolic process","5/52","8/216",0.0210590623467967,0.4805678027539,NA,"F6Z2L5/F6VBP9/F7B435/A0A3Q2LG05/F7A1W7",5
"GO:0042627","GO:0042627","chylomicron","5/52","8/216",0.0210590623467967,0.4805678027539,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/F7A1W7",5
"GO:0006869","GO:0006869","lipid transport","6/52","11/216",0.0253477968031756,0.531407426289762,NA,"F6Z2L5/Q2Z1P9/F6VBP9/F6RM73/P0DN28/F7A1W7",6
"GO:0034361","GO:0034361","very-low-density lipoprotein particle","6/52","11/216",0.0253477968031756,0.531407426289762,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/A0A5F5PQA2/F7A1W7",6
"GO:0034385","GO:0034385","triglyceride-rich plasma lipoprotein particle","6/52","11/216",0.0253477968031756,0.531407426289762,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/A0A5F5PQA2/F7A1W7",6
"GO:0019637","GO:0019637","organophosphate metabolic process","7/52","14/216",0.0269827714125237,0.531407426289762,NA,"F6ULM3/F6Z2L5/Q2Z1P9/F6RM73/F7B435/A0A3Q2LG05/F7A1W7",7
"GO:0031981","GO:0031981","nuclear lumen","7/52","14/216",0.0269827714125237,0.531407426289762,NA,"F7BH02/F6VFV9/A0A3Q2I3W5/P60708/F6Z688/F6X200/F7BRA4",7
"GO:0007399","GO:0007399","nervous system development","8/52","17/216",0.0270128227211273,0.531407426289762,NA,"F7BH02/F6V881/F6VBP9/P60708/F7BKE1/A0A5F5PZX4/Q6WEB5/F6ZIA3",8
"GO:0044092","GO:0044092","negative regulation of molecular function","8/52","17/216",0.0270128227211273,0.531407426289762,NA,"F7BH02/P38029/F6Z2L5/Q2Z1P9/F6VBP9/F6RM73/P0DN28/F7BKE1",8
"GO:0051336","GO:0051336","regulation of hydrolase activity","8/52","17/216",0.0270128227211273,0.531407426289762,NA,"P38029/F6Z2L5/F7ANR3/F6RM73/P0DN28/F7BKE1/F7A1W7/F6Z8V2",8
"GO:0042632","GO:0042632","cholesterol homeostasis","4/52","6/216",0.0309100455710367,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28",4
"GO:0055092","GO:0055092","sterol homeostasis","4/52","6/216",0.0309100455710367,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28",4
"GO:0060191","GO:0060191","regulation of lipase activity","4/52","6/216",0.0309100455710367,0.545325136667487,NA,"F6Z2L5/F6RM73/P0DN28/F7A1W7",4
"GO:0070325","GO:0070325","lipoprotein particle receptor binding","4/52","6/216",0.0309100455710367,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28",4
"GO:0098742","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","4/52","6/216",0.0309100455710367,0.545325136667487,NA,"F6Z2L5/F6X200/Q6WEB5/F6ZIA3",4
"GO:0044237","GO:0044237","cellular metabolic process","25/52","79/216",0.0360527133022159,0.545325136667487,NA,"Q9GKX7/F7BH02/A0A5F5PYS7/F6ULM3/P38029/F6Z2L5/A0A5F5Q2W2/F7ANR3/Q8MKD1/Q2Z1P9/F6VFV9/A0A3Q2I3W5/F6VBP9/F6RM73/P0DN28/F6Z688/F7BKE1/P02062/F7B435/F7BRA4/A0A3Q2LG05/F7A1W7/F6SHJ8/F6Z8V2/P49066",25
"GO:0036094","GO:0036094","small molecule binding","9/52","21/216",0.0369880091196785,0.545325136667487,NA,"Q9GKX7/F6ULM3/F6Z2L5/F6RM73/P60708/F6R810/P02062/F7B435/F6Q666",9
"GO:0016042","GO:0016042","lipid catabolic process","5/52","9/216",0.0386674019086023,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/F7A1W7",5
"GO:0048878","GO:0048878","chemical homeostasis","8/52","18/216",0.0394277884644504,0.545325136667487,NA,"A0A5F5PYS7/F6Z2L5/Q2Z1P9/F6VBP9/F6RM73/P0DN28/A0A5F5PQA2/F6Q8R0",8
"GO:0022008","GO:0022008","neurogenesis","6/52","12/216",0.0412437244814769,0.545325136667487,NA,"F7BH02/F6V881/F6VBP9/P60708/F7BKE1/F6ZIA3",6
"GO:0034364","GO:0034364","high-density lipoprotein particle","6/52","12/216",0.0412437244814769,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/A0A5F5PQA2/F7A1W7",6
"GO:0140535","GO:0140535","intracellular protein-containing complex","6/52","12/216",0.0412437244814769,0.545325136667487,NA,"A0A5F5Q2W2/F7ANR3/P60708/F6Z688/F7BRA4/F6Z8V2",6
"GO:0065009","GO:0065009","regulation of molecular function","13/52","35/216",0.0427703609774951,0.545325136667487,NA,"F7BH02/F6ULM3/P38029/F6Z2L5/F7ANR3/Q2Z1P9/F6VBP9/F6RM73/P0DN28/F7BKE1/F7BRA4/F7A1W7/F6Z8V2",13
"GO:0001533","GO:0001533","cornified envelope","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"A0A5F5PYS7/F6WGX6/F6SHJ8",3
"GO:0005525","GO:0005525","GTP binding","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6R810/F7B435/F6Q666",3
"GO:0009898","GO:0009898","cytoplasmic side of plasma membrane","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"Q2Z1P9/A0A3Q2LQH7/F7B435",3
"GO:0014070","GO:0014070","response to organic cyclic compound","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F7BH02/F7B435/A0A3Q2LG05",3
"GO:0019001","GO:0019001","guanyl nucleotide binding","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6R810/F7B435/F6Q666",3
"GO:0019897","GO:0019897","extrinsic component of plasma membrane","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6X200/A0A3Q2LQH7/F7B435",3
"GO:0019898","GO:0019898","extrinsic component of membrane","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6X200/A0A3Q2LQH7/F7B435",3
"GO:0019915","GO:0019915","lipid storage","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6Z2L5/F6VBP9/A0A5F5PQA2",3
"GO:0032561","GO:0032561","guanyl ribonucleotide binding","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6R810/F7B435/F6Q666",3
"GO:0033700","GO:0033700","phospholipid efflux","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0034363","GO:0034363","intermediate-density lipoprotein particle","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6VBP9/P0DN28/F7A1W7",3
"GO:0034370","GO:0034370","triglyceride-rich lipoprotein particle remodeling","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0034372","GO:0034372","very-low-density lipoprotein particle remodeling","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0034375","GO:0034375","high-density lipoprotein particle remodeling","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0034377","GO:0034377","plasma lipoprotein particle assembly","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0034380","GO:0034380","high-density lipoprotein particle assembly","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0050996","GO:0050996","positive regulation of lipid catabolic process","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6Z2L5/F6RM73/F7A1W7",3
"GO:0060228","GO:0060228","phosphatidylcholine-sterol O-acyltransferase activator activity","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6Z2L5/F6VBP9/F6RM73",3
"GO:0090207","GO:0090207","regulation of triglyceride metabolic process","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"F6Z2L5/F6VBP9/P0DN28",3
"GO:0098562","GO:0098562","cytoplasmic side of membrane","3/52","4/216",0.0441618291458038,0.545325136667487,NA,"Q2Z1P9/A0A3Q2LQH7/F7B435",3
"GO:0005575","GO:0005575","cellular_component","52/52","205/216",0.0444480610955971,0.545325136667487,NA,"F7C1Y3/Q9GKX7/F7BH02/A0A5F5PYS7/F6ULM3/P38029/A0A3Q2LFC7/F6Z2L5/A0A5F5Q2W2/F7ANR3/Q8MKD1/F6V881/Q2Z1P9/F6WFI8/F6WGX6/F6VFV9/A0A3Q2I3W5/F6Q1M4/A0A3Q2I3K2/F6VBP9/F6RM73/P0DN28/A0A5F5PSR8/P60708/F6Z688/F7BKE1/A0A5F5PQA2/F6R810/A0A3Q2LBD1/A0A3Q2LCW0/F7AGY4/A0A5F5PZX4/F6X200/F6VJG5/P02062/A0A3Q2LQH7/Q6WEB5/F7B435/F6WDW3/F7BRA4/F6Q8R0/A0A3Q2LG05/F6VJR6/A0A3Q2HE26/A0A3Q2H306/F7A1W7/F6SHJ8/F6ZIA3/F6Q666/F6Z8V2/A0A5F5PWY1/P49066",52
"GO:0110165","GO:0110165","cellular anatomical entity","52/52","205/216",0.0444480610955971,0.545325136667487,NA,"F7C1Y3/Q9GKX7/F7BH02/A0A5F5PYS7/F6ULM3/P38029/A0A3Q2LFC7/F6Z2L5/A0A5F5Q2W2/F7ANR3/Q8MKD1/F6V881/Q2Z1P9/F6WFI8/F6WGX6/F6VFV9/A0A3Q2I3W5/F6Q1M4/A0A3Q2I3K2/F6VBP9/F6RM73/P0DN28/A0A5F5PSR8/P60708/F6Z688/F7BKE1/A0A5F5PQA2/F6R810/A0A3Q2LBD1/A0A3Q2LCW0/F7AGY4/A0A5F5PZX4/F6X200/F6VJG5/P02062/A0A3Q2LQH7/Q6WEB5/F7B435/F6WDW3/F7BRA4/F6Q8R0/A0A3Q2LG05/F6VJR6/A0A3Q2HE26/A0A3Q2H306/F7A1W7/F6SHJ8/F6ZIA3/F6Q666/F6Z8V2/A0A5F5PWY1/P49066",52
"GO:0030163","GO:0030163","protein catabolic process","9/52","22/216",0.0507189396035834,0.609161158817775,NA,"F7BH02/A0A5F5Q2W2/F7ANR3/Q8MKD1/F6VBP9/F6Z688/F7BRA4/A0A3Q2LG05/F6Z8V2",9
"GO:1901363","GO:1901363","heterocyclic compound binding","9/52","22/216",0.0507189396035834,0.609161158817775,NA,"Q9GKX7/F6WFI8/F6VFV9/P60708/F6R810/P02062/F7B435/F7BRA4/F6Q666",9
"GO:0009987","GO:0009987","cellular process","43/52","158/216",0.0514196980502249,0.61114453620111,NA,"F7C1Y3/Q9GKX7/F7BH02/A0A5F5PYS7/F6ULM3/P38029/F6Z2L5/A0A5F5Q2W2/F7ANR3/Q8MKD1/F6V881/Q2Z1P9/F6WFI8/F6VFV9/A0A3Q2I3W5/A0A3Q2I3K2/F6VBP9/F6RM73/P0DN28/P60708/F6Z688/F7BKE1/F6R810/A0A3Q2LBD1/A0A5F5PZX4/F6X200/F6VJG5/P02062/A0A3Q2LQH7/Q6WEB5/F7B435/F6WDW3/F7BRA4/A0A3Q2LG05/A0A3Q2HE26/A0A3Q2H306/F7A1W7/F6SHJ8/F6ZIA3/F6Q666/F6Z8V2/A0A5F5PWY1/P49066",43
"GO:0006638","GO:0006638","neutral lipid metabolic process","4/52","7/216",0.0592104647307089,0.62131346415596,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28",4
"GO:0006639","GO:0006639","acylglycerol metabolic process","4/52","7/216",0.0592104647307089,0.62131346415596,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28",4
"GO:0019773","GO:0019773","proteasome core complex, alpha-subunit complex","4/52","7/216",0.0592104647307089,0.62131346415596,NA,"A0A5F5Q2W2/F7ANR3/F6Z688/F7BRA4",4
"GO:0034366","GO:0034366","spherical high-density lipoprotein particle","4/52","7/216",0.0592104647307089,0.62131346415596,NA,"F6Z2L5/F6RM73/P0DN28/F7A1W7",4
"GO:0034381","GO:0034381","plasma lipoprotein particle clearance","4/52","7/216",0.0592104647307089,0.62131346415596,NA,"F6VBP9/F6RM73/P0DN28/F7A1W7",4
"GO:0042157","GO:0042157","lipoprotein metabolic process","4/52","7/216",0.0592104647307089,0.62131346415596,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28",4
"GO:0051235","GO:0051235","maintenance of location","4/52","7/216",0.0592104647307089,0.62131346415596,NA,"F7BH02/F6Z2L5/F6VBP9/A0A5F5PQA2",4
"GO:0031974","GO:0031974","membrane-enclosed lumen","7/52","16/216",0.0593079623671576,0.62131346415596,NA,"F7BH02/F6VFV9/A0A3Q2I3W5/P60708/F6Z688/F6X200/F7BRA4",7
"GO:0043086","GO:0043086","negative regulation of catalytic activity","7/52","16/216",0.0593079623671576,0.62131346415596,NA,"P38029/F6Z2L5/Q2Z1P9/F6VBP9/F6RM73/P0DN28/F7BKE1",7
"GO:0043233","GO:0043233","organelle lumen","7/52","16/216",0.0593079623671576,0.62131346415596,NA,"F7BH02/F6VFV9/A0A3Q2I3W5/P60708/F6Z688/F6X200/F7BRA4",7
"GO:0070013","GO:0070013","intracellular organelle lumen","7/52","16/216",0.0593079623671576,0.62131346415596,NA,"F7BH02/F6VFV9/A0A3Q2I3W5/P60708/F6Z688/F6X200/F7BRA4",7
"GO:0050790","GO:0050790","regulation of catalytic activity","10/52","26/216",0.060679020623708,0.62131346415596,NA,"P38029/F6Z2L5/F7ANR3/Q2Z1P9/F6VBP9/F6RM73/P0DN28/F7BKE1/F7A1W7/F6Z8V2",10
"GO:0005654","GO:0005654","nucleoplasm","6/52","13/216",0.062349241903087,0.62131346415596,NA,"F6VFV9/A0A3Q2I3W5/P60708/F6Z688/F6X200/F7BRA4",6
"GO:0000166","GO:0000166","nucleotide binding","5/52","10/216",0.0631659612989407,0.62131346415596,NA,"Q9GKX7/P60708/F6R810/F7B435/F6Q666",5
"GO:0017076","GO:0017076","purine nucleotide binding","5/52","10/216",0.0631659612989407,0.62131346415596,NA,"Q9GKX7/P60708/F6R810/F7B435/F6Q666",5
"GO:0032553","GO:0032553","ribonucleotide binding","5/52","10/216",0.0631659612989407,0.62131346415596,NA,"Q9GKX7/P60708/F6R810/F7B435/F6Q666",5
"GO:0032555","GO:0032555","purine ribonucleotide binding","5/52","10/216",0.0631659612989407,0.62131346415596,NA,"Q9GKX7/P60708/F6R810/F7B435/F6Q666",5
"GO:0035639","GO:0035639","purine ribonucleoside triphosphate binding","5/52","10/216",0.0631659612989407,0.62131346415596,NA,"Q9GKX7/P60708/F6R810/F7B435/F6Q666",5
"GO:0097006","GO:0097006","regulation of plasma lipoprotein particle levels","5/52","10/216",0.0631659612989407,0.62131346415596,NA,"F6Z2L5/F6VBP9/F6RM73/P0DN28/F7A1W7",5
"GO:1901265","GO:1901265","nucleoside phosphate binding","5/52","10/216",0.0631659612989407,0.62131346415596,NA,"Q9GKX7/P60708/F6R810/F7B435/F6Q666",5
"GO:0009057","GO:0009057","macromolecule catabolic process","9/52","23/216",0.067513546034928,0.647975416743845,NA,"F7BH02/A0A5F5Q2W2/F7ANR3/Q8MKD1/F6VBP9/F6Z688/F7BRA4/A0A3Q2LG05/F6Z8V2",9
